Client Names,Client Numbers
"Roadrunner Radiology Equipment, LLC, Rosenburg SNF",
"Roadrunner Radiology Equipment, LLC, Tomball Rehab & Nursing",
"Roadrunner Radiology Equipment, LLC, Rosenberg Health and Rehab",
"Roadrunner Radiology Equipment, LLC, Lakes at Texas City",
"Roadrunner Radiology Equipment, LLC, HOUSTON COUNTY NURSING HOME",9365447884
"Roadrunner Radiology Equipment, LLC, LBJ MEDICAL CENTER",
"Roadrunner Radiology Equipment, LLC, OAKLAND MANOR",9795421755
Roadrunner Ultrasound Equipment,8669729786.0
"Roadrunner Ultrasound Equipment, Roadrunner Ultrasound Equipment LLC",
"Roadrunner Ultrasound Equipment, Whitehall Rehab & Nursing",
"Roadrunner Ultrasound Equipment, Clarksville Nursing Center",
"Roadrunner Ultrasound Equipment, White Settlement Nursing Center",
"Roadrunner Ultrasound Equipment, Windsor Healthcare Residence",
"Roadrunner Ultrasound Equipment, Goldthwaite Health & Rehab",
"Roadrunner Ultrasound Equipment, Willobell",
"Roadrunner Ultrasound Equipment, Tomball Rehab & Nursing",
"Roadrunner Ultrasound Equipment, Lakes at Texas City",
"Roadrunner Ultrasound Equipment, Rosenberg Health & Rehab",
"Roadrunner Ultrasound Equipment, Hillview Manor",
"Roadrunner Ultrasound Equipment, Willows of Kilgore",
"Roadrunner Ultrasound Equipment, Wichita Falls AHS",
"Roadrunner Ultrasound Equipment, Winfield Rehab & Nursing",
"Roadrunner Ultrasound Equipment, Advanced Health & Rehab of Garland",
"Roadrunner Ultrasound Equipment, Advanced Rehab & Healthcare of Athe",
"Roadrunner Ultrasound Equipment, Austin Retirement & Nursing Center",
"Roadrunner Ultrasound Equipment, Bowie AHS",
"Roadrunner Ultrasound Equipment, Athens Healthcare",
"Roadrunner Ultrasound Equipment, Balch Springs Nursing Home",
"Roadrunner Ultrasound Equipment, Bastrop Lost Pines Nursing & Rehab",
"Roadrunner Ultrasound Equipment, Heritage House of Paris",
"Roadrunner Ultrasound Equipment, Western Hills Healthcare Residence",
"Roadrunner Ultrasound Equipment, Becs Blessing",
"Roadrunner Ultrasound Equipment, Belmont Village - Lakeway",
"Roadrunner Ultrasound Equipment, Brookdale Gaines Ranch",
"Roadrunner Ultrasound Equipment, The Crescent",
"Roadrunner Ultrasound Equipment, Sundara Senior Living",
"Roadrunner Ultrasound Equipment, Sundance Memory Care",
"Roadrunner Ultrasound Equipment, Stoney Brook at Copperas Cove",
"Roadrunner Ultrasound Equipment, Stoney Brook Belton",
"Roadrunner Ultrasound Equipment, SpringCreek Village Assisted Living",
"Roadrunner Ultrasound Equipment, Sodalis Elder Living at Temple",
"Roadrunner Ultrasound Equipment, Sodalis Elder Living at Rock St",
"Roadrunner Ultrasound Equipment, SodalisElder Living at Garden Ridge",
"Roadrunner Ultrasound Equipment, Sodalis Elder Living at Cross St",
"Roadrunner Ultrasound Equipment, Sodalis Elder Living",
"Roadrunner Ultrasound Equipment, Silver Pines",
"Roadrunner Ultrasound Equipment, Silver Hills Assisted Living",
"Roadrunner Ultrasound Equipment, SedroTrailAssistedLivingMemorycare",
"Roadrunner Ultrasound Equipment, RoyalOaks ResidenceandRehabCenter",
"Roadrunner Ultrasound Equipment, RosewoodCareCenterandRetirementComm",
"Roadrunner Ultrasound Equipment, Rocky Hollow Lake House",
"Roadrunner Ultrasound Equipment, River Ridge Assisted Living",
"Roadrunner Ultrasound Equipment, Rio Terra Senior Living",
"Roadrunner Ultrasound Equipment, Renaissance Assisted Living",
"Roadrunner Ultrasound Equipment, Pointe at Cedar Park",
"Roadrunner Ultrasound Equipment, Poets Walk RR",
"Roadrunner Ultrasound Equipment, Pecan Ridge Memory Care",
"Roadrunner Ultrasound Equipment, Parsons House",
"Roadrunner Ultrasound Equipment, Orchard Park",
"Roadrunner Ultrasound Equipment, Oakwood Place Assisted Living",
"Roadrunner Ultrasound Equipment, New Haven Schertz",
"Roadrunner Ultrasound Equipment, New Haven Kyle",
"Roadrunner Ultrasound Equipment, New Haven Bastrop",
"Roadrunner Ultrasound Equipment, Morning Star Memory Care",
"Roadrunner Ultrasound Equipment, Morada of Temple",
"Roadrunner Ultrasound Equipment, Mercy House Temple",
"Roadrunner Ultrasound Equipment, Memory Lane Assisted Living",
"Roadrunner Ultrasound Equipment, Luvida Memory Care",
"Roadrunner Ultrasound Equipment, Legacy Oaks of Lakeway",
"Roadrunner Ultrasound Equipment, Legacy at Georgetown",
"Roadrunner Ultrasound Equipment, Legacy at Crystal Falls",
"Roadrunner Ultrasound Equipment, LandonRidgeAlamoRanchAssistedLiving",
"Roadrunner Ultrasound Equipment, Brookdale Georgetown",
"Roadrunner Ultrasound Equipment, Brookdale Lake Brazos",
"Roadrunner Ultrasound Equipment, Brookdale New Braunfels",
"Roadrunner Ultrasound Equipment, Brookdale North Austin",
"Roadrunner Ultrasound Equipment, Brookdale Northwest Hills",
"Roadrunner Ultrasound Equipment, Brookdale Round Rock",
"Roadrunner Ultrasound Equipment, Brookdale Western Hills",
"Roadrunner Ultrasound Equipment, Buckner Vilas Assisted Living",
"Roadrunner Ultrasound Equipment, Buffalo Creek Assisted Living",
"Roadrunner Ultrasound Equipment, Cedar Ridge Alzheimers Care Center",
"Roadrunner Ultrasound Equipment, Cedarview Place Assisted Living",
"Roadrunner Ultrasound Equipment, Celebration Senior Living",
"Roadrunner Ultrasound Equipment, Celeste Care Horseshoe Bay",
"Roadrunner Ultrasound Equipment, Christopher House",
"Roadrunner Ultrasound Equipment, Colonial Gardens of Austin",
"Roadrunner Ultrasound Equipment, Colonial Oaks Senior Living",
"Roadrunner Ultrasound Equipment, Cottage at Chandler Creek North",
"Roadrunner Ultrasound Equipment, Country Club Retirement Community",
"Roadrunner Ultrasound Equipment, Country Oaks at Hamilton Creek",
"Roadrunner Ultrasound Equipment, Country Place Senior Living",
"Roadrunner Ultrasound Equipment, Lakeland House Assisted Living",
"Roadrunner Ultrasound Equipment, Juniper Spicewood Springs",
"Roadrunner Ultrasound Equipment, Jefferson Place Assisted Living",
"Roadrunner Ultrasound Equipment, Isle at Watercrest",
"Roadrunner Ultrasound Equipment, Isle at Cedar Ridge",
"Roadrunner Ultrasound Equipment, Heatherwilde Assisted Living",
"Roadrunner Ultrasound Equipment, Heartis Senior Living Cypress",
"Roadrunner Ultrasound Equipment, Heartis Assisted Living Waco",
"Roadrunner Ultrasound Equipment, Gruene Senior Living",
"Roadrunner Ultrasound Equipment, Golden Age Home Assisted Living",
"Roadrunner Ultrasound Equipment, Garden Estates of Temple",
"Roadrunner Ultrasound Equipment, Fairway Vista Assisted Living",
"Roadrunner Ultrasound Equipment, Enchanted Pines Assisted Living",
"Roadrunner Ultrasound Equipment, Elmcroft of Cottonwood Temple",
"Roadrunner Ultrasound Equipment, Elan Westpointe Senior Living",
"Roadrunner Ultrasound Equipment, Court at Round Rock",
"Roadrunner Ultrasound Equipment, Country Place Senior Living Canton",
"Roadrunner Ultrasound Equipment, Cottages at Chandler Creek South",
"Roadrunner Ultrasound Equipment, Burleson AHS",
"Roadrunner Ultrasound Equipment, Colonial Manor Nursing Center",
"Roadrunner Ultrasound Equipment, Elgin Nursing Rehab",
"Roadrunner Ultrasound Equipment, Fairview Healthcare Residence",
"Roadrunner Ultrasound Equipment, Floresville Residence Rehab",
"Roadrunner Ultrasound Equipment, Giddings Residence Rehab",
"Roadrunner Ultrasound Equipment, Golden Age Healthcare Residence",
"Roadrunner Ultrasound Equipment, Goldthwaite Health Rehab Center",
"Roadrunner Ultrasound Equipment, Granbury Villa Rehab Nursing",
"Roadrunner Ultrasound Equipment, Granger Villa",
"Roadrunner Ultrasound Equipment, Greenville Health Rehab",
"Roadrunner Ultrasound Equipment, Hand In Hand Hospice",
"Roadrunner Ultrasound Equipment, Hearne Healthcare",
"Roadrunner Ultrasound Equipment, Henderson Health Rehab",
"Roadrunner Ultrasound Equipment, Heritage House of Keller",
"Roadrunner Ultrasound Equipment, Hospice Austin",
"Roadrunner Ultrasound Equipment, John Paul Nursing Home",
"Roadrunner Ultrasound Equipment, Knopp Retirement Center",
"Roadrunner Ultrasound Equipment, Live Oak Advanced Rehab Healthcare",
"Roadrunner Ultrasound Equipment, Lodge at Rocky Hollow",
"Roadrunner Ultrasound Equipment, Mesquite Tree Nursing Center",
"Roadrunner Ultrasound Equipment, Monument Hill Rehab Nursing Center",
"Roadrunner Ultrasound Equipment, New Braunfels Rehab",
"Roadrunner Ultrasound Equipment, Oak Manor Nursing Rehab",
"Roadrunner Ultrasound Equipment, Palo Pinto Nursing Center",
"Roadrunner Ultrasound Equipment, Park View Care Center",
"Roadrunner Ultrasound Equipment, The Philomena",
"Roadrunner Ultrasound Equipment, The Reserve at Georgetown",
"Roadrunner Ultrasound Equipment, The Rose at RR",
"Roadrunner Ultrasound Equipment, Tiffin House",
"Roadrunner Ultrasound Equipment, Veranda House Assisted Living",
"Roadrunner Ultrasound Equipment, Village Green at Tomball",
"Roadrunner Ultrasound Equipment, Villages at Windcrest",
"Roadrunner Ultrasound Equipment, Watermark at Southpark Meadows",
"Roadrunner Ultrasound Equipment, Wesleyan at Estrella",
"Roadrunner Ultrasound Equipment, Brookdale Westlake Hills",
"Roadrunner Ultrasound Equipment, Canyon Creek Senior Living",
"Roadrunner Ultrasound Equipment, Schulenburg Nursing",
"Roadrunner Ultrasound Equipment, Sulphur Springs Health Rehab",9034391062
"Roadrunner Ultrasound Equipment, Wedgewood Nursing Home",8172926330
"Roadrunner Ultrasound Equipment, Renaissance at Kessler Park",2149483811
"Roadrunner Ultrasound Equipment, SPJST",
"Roadrunner Ultrasound Equipment, Vernon AHS",
"R T Portable X-Ray, Inc",9725236815.0
"R T Portable X-Ray, Inc, Chelsea Gardens",
Russell County Health Department,7854836433.0
"Russell County Health Department, Russell County Health Dept.",7854836433
MOHAMMED SHAKAIB MD SC,8478791049.0
"MOHAMMED SHAKAIB MD SC, ABMC HOSPITAL",8474375500
"MOHAMMED SHAKAIB MD SC, ST ALEXIS MEDICAL CENTER",8478432000
"MOHAMMED SHAKAIB MD SC, AMITA GLENOAKS HOSPITAL",6305458000
"MOHAMMED SHAKAIB MD SC, NORTHWEST COMMUNITY HOSPITAL",8476181000
"MOHAMMED SHAKAIB MD SC, ADVOCATE SHERMAN HOSPITAL",8477429800
"MOHAMMED SHAKAIB MD SC, Doctors Building No 2 St Alexius",
"MOHAMMED SHAKAIB MD SC, Woodfield Office",
"MOHAMMED SHAKAIB MD SC, Fresenius in Elk Grove village",
"MOHAMMED SHAKAIB MD SC, Fresenius in Glendale heights",
"MOHAMMED SHAKAIB MD SC, DCC Elgin",8444663436
"MOHAMMED SHAKAIB MD SC, ELK Grove HDS",2242383211
"MOHAMMED SHAKAIB MD SC, JourneyCare",2247702408
"MOHAMMED SHAKAIB MD SC, ALDEN-POPLAR CREEK REHAB",8478840011
"MOHAMMED SHAKAIB MD SC, MANOR CARE",
"MOHAMMED SHAKAIB MD SC, DAVITA SCHAUMBURG RENAL CENTER",
"MOHAMMED SHAKAIB MD SC, Fresenius in HOFFMAN STATE",
"MOHAMMED SHAKAIB MD SC, FRESENIUS MEDICAL CARE PLAINFIELD",
"MOHAMMED SHAKAIB MD SC, SYMPHONY",
"MOHAMMED SHAKAIB MD SC, Fresenius Woodridge",
"MOHAMMED SHAKAIB MD SC, BELLA TERRA",
"MOHAMMED SHAKAIB MD SC, Forest View",
"MOHAMMED SHAKAIB MD SC, ADVOCATE GOOD SAMARITAN HOSPITAL",
"MOHAMMED SHAKAIB MD SC, UNIVERSITY CARE CENTER",
"MOHAMMED SHAKAIB MD SC, ADVENTIST GLENOAKS HOSPITAL",
"MOHAMMED SHAKAIB MD SC, DAVITA ARLINGTON HEIGHTS RENAL CEN",8004246589
"MOHAMMED SHAKAIB MD SC, Barrington location",8478791049
"MOHAMMED SHAKAIB MD SC, DaVita Geneva Crossing Dialysis",
"MOHAMMED SHAKAIB MD SC, FRESENIUS MEDICAL CARE PALATINE",
Five Star Health Care Managers PLLC,8324092244.0
"Five Star Health Care Managers PLLC, Uvalde Clinic",8324092244
"Five Star Health Care Managers PLLC, BMC - Bayshore Medical Center",7133591000
"Five Star Health Care Managers PLLC, Hobby",8324092244
"Five Star Health Care Managers PLLC, Katy",2819844550
"Five Star Health Care Managers PLLC, Imperial Valley",
"Five Star Health Care Managers PLLC, PIONEER TESTING",8324092244
St. Luke Integrative Medical Center,2568014536.0
"St. Luke Integrative Medical Center, St Luke Integrative Medical Center",2568014536
"St. Luke Integrative Medical Center, Center for Active Medicine",
San Lucas Surgical Associates                         ,2109411000.0
"San Lucas Surgical Associates                         , San Lucas Surgical Associates",2109411000
"San Lucas Surgical Associates                         , METROPOLITAN METHODIST HOSPITA",2107572200
"San Lucas Surgical Associates                         , BAPTIST HOSPITAL MEDICAL CTR",2102971000
"San Lucas Surgical Associates                         , SOUTHWEST GENERAL HOSPITAL",
"San Lucas Surgical Associates                         , MISSION TRAILS BAPTIST HOSPITA",2102973000
"San Lucas Surgical Associates                         , METHODIST SPECIALTY TRANSPLANT",2105788110
"San Lucas Surgical Associates                         , CHRISTUS MEDICAL CENTER",2107056300
"San Lucas Surgical Associates                         , CHRISTUS ALAMO HEIGHTS HOSPITA",2102948000
"San Lucas Surgical Associates                         , NIX  DOWNTOWN HOSPITAL",2102711800
"San Lucas Surgical Associates                         , ST LUKE'S BAPTIST HOSP",2102975000
"San Lucas Surgical Associates                         , NORTHEAST BAPTIST HOSPITAL",2102972000
"San Lucas Surgical Associates                         , NORTH CENTRAL BAPTIST HOSP",2102974000
"San Lucas Surgical Associates                         , ACUITY HOSPITAL OF SOUTH TEXAS",2105724600
"San Lucas Surgical Associates                         , KINDRED HOSPITAL",2106160616
"San Lucas Surgical Associates                         , LIFECARE HOSPITAL",2106907000
"San Lucas Surgical Associates                         , SOUTHWEST TEXAS METHODIST HOSP",2102975000
"San Lucas Surgical Associates                         , NORTHEAST METHODIST HOSP",2106504949
"San Lucas Surgical Associates                         , ACADIANA MANAGEMENT GROUP",2105724600
"San Lucas Surgical Associates                         , CHILDREN'S HOSPITAL OF SA",2107042011
"San Lucas Surgical Associates                         , AHSC",2109496000
"San Lucas Surgical Associates                         , KINDRED BAPTIST",
"Southeast Physician Network, P. C.",2053458208.0
"Southeast Physician Network, P. C., CancerCareCenterofTuscaloosa",2053458208
"Southeast Physician Network, P. C., WalkerCancerCare",2053878483
"Southeast Physician Network, P. C., CancerCareCenterofDemopolis",3342872647
"Southeast Physician Network, P. C., Surgical Specalist of Alabama",2053452211
"Southeast Physician Network, P. C., LABTREATMENT",
"Southeast Physician Network, P. C., BryanWhitfieldMemorialHospital",
"Southeast Physician Network, P. C., Walker Baptist Medical Center",
"Southeast Physician Network, P. C., DCH Regional Medical Center",
"Southeast Physician Network, P. C., NW Regional Cancer Center",2054874405
"Southeast Physician Network, P. C., Cancer Care Center of Selma",3343754777
"Southeast Physician Network, P. C., TELEHEALTH",
State of Tennessee Department of Health,6157413011.0
"State of Tennessee Department of Health, Tennessee Department of Health",6157413011
"Alejandro Lopez, Jr., M.D.,PA",3616648811.0
"Alejandro Lopez, Jr., M.D.,PA, South Texas Family Medical Cen",3616648811
"Alejandro Lopez, Jr., M.D.,PA, Occ Med Clinic",
"Alejandro Lopez, Jr., M.D.,PA, JWC Sheriff Dept",
"Alejandro Lopez, Jr., M.D.,PA, UTMB G-Unit",
"Alejandro Lopez, Jr., M.D.,PA, COMPANIES",3616648816
SUBURBAN MEDICAL GROUP CORP,6303268766.0
"SUBURBAN MEDICAL GROUP CORP, SMG CAROL STREAM",
Surgery Center of Amarillo,8064188870.0
"Surgery Center of Amarillo, PSG Surgery Center LLC",8066777952
Fairmount Center PA,2147429550.0
"Fairmount Center PA, Fairmount Center",2147429550
Southwestern Women's Surgery Center,2147429310.0
"Southwestern Women's Surgery Center, SWSC",2147429310
"Southwestern Women's Surgery Center, Fairmount Center",2147429310
CANCER CARE CENTER OF DEMOPOLIS,3342872647.0
"CANCER CARE CENTER OF DEMOPOLIS, TOMBIGBEE HEALTHCARE AUTHORITY",3342872647
Texas Clinic Pain and Spine,2149194635.0
"Texas Clinic Pain and Spine, TCPS-Plano 2300",2149194635
"Texas Clinic Pain and Spine, TCPS-Ft Worth",2149194635
"Texas Clinic Pain and Spine, TCPS-Allen",2149194635
"Texas Clinic Pain and Spine, TCPS-Azle",2149194635
"Texas Clinic Pain and Spine, TCPS-Orion",2149194635
"Texas Clinic Pain and Spine, Faith Surgical Center",9723707200
"Texas Clinic Pain and Spine, Baylor Surgicare at Fort Worth",8178870936
"Texas Clinic Pain and Spine, Craig Ranch ASC",9725215600
"Texas Clinic Pain and Spine, PLANO SURGICAL HOSPITAL",9728202600
"Texas Clinic Pain and Spine, Lonestar ASC",8174102030
"Texas Clinic Pain and Spine, Faith Surgical Center, LLC",9723707200
"Texas Clinic Pain and Spine, North Texas Orthopaedic and Sp",2145929955
"Texas Clinic Pain and Spine, Peripatetic Pain Partners, PLL",0
"Texas Clinic Pain and Spine, Las Colinas Surgery Center, LT",9722570144
"Texas Clinic Pain and Spine, MISI Las Colinas Associates",0
"Texas Clinic Pain and Spine, MISI ASC Dallas, LLC",0
"Texas Clinic Pain and Spine, Texas Health Addison",9729137721
"Texas Clinic Pain and Spine, TCPS-Plano 2100",2149194635
"Texas Clinic Pain and Spine, PLANO AMBULATORY SURGERY ASSO",9725191246
"Texas Clinic Pain and Spine, Baylor Surgicare @Plano",2142913000
"Texas Clinic Pain and Spine, Presbyterian Hospital of Plano",9729818000
"Texas Clinic Pain and Spine, Monticello of Wise Health",6824002044
"Texas Clinic Pain and Spine, TCPS Alliance",
"Texas Clinic Pain and Spine, North Parkway Surgical Institute",9728844400
"Texas Clinic Pain and Spine, Advanced Dallas Hospital and Clinic",4692216000
TRICOUNTY HEALTH DEPARTMENT,6607832707.0
"TRICOUNTY HEALTH DEPARTMENT, Tri-County Health Department",6607832707
"TRICOUNTY HEALTH DEPARTMENT, TCHD - Maysville",6607832707
"TRICOUNTY HEALTH DEPARTMENT, TCHD - Grant City",6607832707
"TRICOUNTY HEALTH DEPARTMENT, Albany High School",6607832707
"TRICOUNTY HEALTH DEPARTMENT, Stewartsville",6602540021
UIW - Nursing Cardinal Clinic,2102836331.0
"UIW - Nursing Cardinal Clinic, UIW NURSING CARDINAL WELLNESS CTR",2102836331
"UIW - Nursing Cardinal Clinic, El Carmen Church",
"UIW - Nursing Cardinal Clinic, Tree Mount Baptist Church",
"UIW - Nursing Cardinal Clinic, Second Baptist Church",
"UIW - Nursing Cardinal Clinic, St. Agnes Catholic Church",
"UIW - Nursing Cardinal Clinic, Greater Corinth Baptist Church",
"UIW - Nursing Cardinal Clinic, Ephesus Seventh-Day Adventist",
"UIW - Nursing Cardinal Clinic, Sul Ross Middle School",
UIW Health Services,2108296017.0
"UIW Health Services, UIWSOM  Health Services",2108296017
"UIW Health Services, UIWSOM-Counseling Main",2108325656
"UIW Health Services, UIWSOM-Counseling Brooks",
"UIW Health Services, PT Counseling",2108325656
"UIW Health Services, Optometry Counseling",2108325656
"UIW Health Services, Pharmacy",
"UIW Health Services, Athletics Counseling",
"UIW Health Services, Physical Therapy Health Services",2108296017
"UIW Health Services, Physical Therapy Athletics",2108296017
"UIW Health Services, School of Osteopathic Medicine SOM",3477321317
"Mt. Vernon Heart Institute, Ltd.",6182442525.0
"Mt. Vernon Heart Institute, Ltd., Mt Vernon Heart Institute, Ltd",6182442525
"Mt. Vernon Heart Institute, Ltd., Good Samaritan Reg Health Ctr",6188994600
Vernon County Health Department ,4176677418.0
"Vernon County Health Department , Vernon County Health Department",4176677418
Vision Forward Association,4146150100.0
"Vision Forward Association, Children's Clinic",4146150100
"Vision Forward Association, Adult Clinic",
Visiting Nurse Association of Greater St. Louis ,3149187171.0
"Visiting Nurse Association of Greater St. Louis , VNA",3149187171
"Visiting Nurse Association of Greater St. Louis , Select Specialty St Charles",6369475011
"Visiting Nurse Association of Greater St. Louis , Select Specialty Town and Country",3149966500
"Visiting Nurse Association of Greater St. Louis , G0",
"Visiting Nurse Association of Greater St. Louis , VACC",
URGENT CARE OF TEXAS,8174727601.0
"URGENT CARE OF TEXAS, ARLINGTON",4696093062
"URGENT CARE OF TEXAS, COPPELL",9728991911
"URGENT CARE OF TEXAS, KELLER",8174798486
"URGENT CARE OF TEXAS, PLANO",4696093062
"URGENT CARE OF TEXAS, BURLESON",8172955520
"URGENT CARE OF TEXAS, Farmers Branch",
"URGENT CARE OF TEXAS, RICHARDSON",
"URGENT CARE OF TEXAS, Lancaster",8174727601
"URGENT CARE OF TEXAS, FCT 1",
"URGENT CARE OF TEXAS, Carrollton",
"URGENT CARE OF TEXAS, Urgent care of Texas Frisco",
"URGENT CARE OF TEXAS, Grand Saline Primary Care Clinic",9032044436
"URGENT CARE OF TEXAS, HomeHealth",
"URGENT CARE OF TEXAS, State Highway",
"Waypoint Spine, S.C.",7155441775.0
"Waypoint Spine, S.C., Waypoint Spine 500B",7155441775
"Waypoint Spine, S.C., Waypoint Spine 520",7155441775
"Waypoint Spine, S.C., St Michaels Hospital",7153465000
"Waypoint Spine, S.C., Waypoint Spine 226891",7155441775
"Waypoint Spine, S.C., Aspirus Wausau Hospital",7158472121
"Waypoint Spine, S.C., Waypoint Spine 7520",7155441775
"Waypoint Spine, S.C., Waypoint Spine 1807",7155441775
"Waypoint Spine, S.C., Marshfield Weston Center",7153933000
"Waypoint Spine, S.C., Ambulatory Surgical Center St Point",7153450500
Women's Clinic of South Texas,9563803441.0
"Women's Clinic of South Texas, WCST Edinburg",9563803441
"Women's Clinic of South Texas, Edinburg Regional Medical Center",
"Women's Clinic of South Texas, Doctors Hospital At Renaissance",
"Women's Clinic of South Texas, Women's Hospital At Renaissance",
"Women's Clinic of South Texas, Mcallen Medical Center",
"Women's Clinic of South Texas, WCST Mcallen",9563803441
"ROBERT F YERRINGTON, MD PA",2105454060.0
"ROBERT F YERRINGTON, MD PA, ROBERT F. YERRINGTON M.D",2105454060
"ROBERT F YERRINGTON, MD PA, IP - STONE OAK METHODIST",2106382000
"ROBERT F YERRINGTON, MD PA, OP - STONE OAK METHODIST",2106382000
"ROBERT F YERRINGTON, MD PA, METHODIST AMBULATORY SURGERY",2105755200
"ROBERT F YERRINGTON, MD PA, IP - METHODIST HOSPITAL",
"ROBERT F YERRINGTON, MD PA, OP - METHODIST HOSPITAL",2105754000
"ROBERT F YERRINGTON, MD PA, IP - NORTH CENTRAL BAPTIST",2102974000
"ROBERT F YERRINGTON, MD PA, OP - NORTH CENTRAL BAPTIST",
"ROBERT F YERRINGTON, MD PA, Telehealth ROBERT F. YERRINGTON M.D",
"ROBERT F YERRINGTON, MD PA, Robert F. Yerrington MA PA",2128520279
"Roger J. Wolcott, M.D., P.A.",8067972139.0
"Roger J. Wolcott, M.D., P.A., ROGER J. WOLCOTT, M.D.",8067972139
"Roger J. Wolcott, M.D., P.A., BENDER TERRACE",8067954368
"Roger J. Wolcott, M.D., P.A., COVENANT LAKESIDE",8067250513
"Roger J. Wolcott, M.D., P.A., CARILLON HOUSE",8062816114
"Roger J. Wolcott, M.D., P.A., COVENANT MEDICAL CENTER",8067251011
"Roger J. Wolcott, M.D., P.A., WINDMILL VILLAG REHABILITATION",8067441133
"Roger J. Wolcott, M.D., P.A., COVENANT SPECIALITY HOSPITAL",8067259200
"Roger J. Wolcott, M.D., P.A., CROWNPOINT HEALTH SUITES",8063008142
"Roger J. Wolcott, M.D., P.A., EMERITUS AT ELMBROOK ESTATES",8067989871
"Roger J. Wolcott, M.D., P.A., GARRISON GERIATRIC CENTER",8067634455
"Roger J. Wolcott, M.D., P.A., GRACE HOSPITAL",8067884100
"Roger J. Wolcott, M.D., P.A., HEART HOSPITAL",8066877777
"Roger J. Wolcott, M.D., P.A., HERITAGE OAKS NURSING  REHAB",8067958792
"Roger J. Wolcott, M.D., P.A., LAKESIDE NURSING REHAB CENTER",8067992555
"Roger J. Wolcott, M.D., P.A., LUBBOCK HEALTHCARE CENTER",8067933252
"Roger J. Wolcott, M.D., P.A., LUBBOCK HOSPITALITY HOUSE",8067973481
"Roger J. Wolcott, M.D., P.A., MI CASITA",8067922831
"Roger J. Wolcott, M.D., P.A., PLAZA",8067400800
"Roger J. Wolcott, M.D., P.A., SOUTHERN SPECIALITY HOUSE",8067951774
"Roger J. Wolcott, M.D., P.A., SOUTHERN SPECILITY HOSP AT LUB",8067238700
"Roger J. Wolcott, M.D., P.A., TRANSITIONAL LEARNING CENTER",8062815400
"Roger J. Wolcott, M.D., P.A., TRUSTPOINT HOSPITAL",8067492222
"Roger J. Wolcott, M.D., P.A., UNIVERSITY MEDICAL CENTER",8067758909
"Roger J. Wolcott, M.D., P.A., WHISPERWOOD NURSING HOME",8067931111
"Roger J. Wolcott, M.D., P.A., RAIDER RANCH",8063686565
"Roger J. Wolcott, M.D., P.A., TRUSTPOINT",8067402222
"Roger J. Wolcott, M.D., P.A., COVENANT  CHILDREN'S HOSPITAL",8067251011
"Roger J. Wolcott, M.D., P.A., LAKERIDGE NURSING AND REHAB",8067950668
"Advanced Colon Care, PLLC",2819575655.0
"Advanced Colon Care, PLLC, ACC Pasadena",2819575655
"Advanced Colon Care, PLLC, ACC Friendswood",2819575655
"Advanced Colon Care, PLLC, ACC Pearland",2819575655
"Advanced Colon Care, PLLC, Surgery",
"Advanced Colon Care, PLLC, Doctors United Surgery Center",
"Advanced Colon Care, PLLC, Pearland Surgery Center",
"Advanced Colon Care, PLLC, Memorial Hermann Pearland Hospital",
"Advanced Colon Care, PLLC, Memorial Hermann Southeast Hospital",
"Advanced Colon Care, PLLC, ACC Southeast",
"Advanced Colon Care, PLLC, HCA Houston Healthcare Pearland",7137707000
"Advanced Colon Care, PLLC, ACC Pasadena N",2819575655
Advanced Dermatology East Tennessee PC,8653809300.0
"Advanced Dermatology East Tennessee PC, Advanced Dermatology E TN",8653809300
All Womens OB/GYN,2568821785.0
"All Womens OB/GYN, Crestwood Medical Center",2564291000
"All Womens OB/GYN, Huntsville Hospital",2562651000
Addiction Management,9183932600.0
"Addiction Management, Addiction Managament",9183932600
ANDREW COUNTY HEALTH DEPARTMENT,8163243139.0
"ANDREW COUNTY HEALTH DEPARTMENT, ANDREW COUNTY HEALTH DEPT",8163243139
"ANDREW COUNTY HEALTH DEPARTMENT, Moderna Andrew County Vac Clinic",8163243139
"ANDREW COUNTY HEALTH DEPARTMENT, Pfizer Andrew County Vac Clinic",8163243139
"ANDREW COUNTY HEALTH DEPARTMENT, J and J Andrew County Vac Clinic",8163243139
"ANDREW COUNTY HEALTH DEPARTMENT, Pfizer 5 to 11 YR OLD ONLY",8163243139
"ANDREW COUNTY HEALTH DEPARTMENT, Pfizer 6 Month to 4 YR OLD ONLY",8163243139
"ANDREW COUNTY HEALTH DEPARTMENT, Moderna 6 Month to 5 YR OLD ONLY",8163243139
"ANDREW COUNTY HEALTH DEPARTMENT, Holt County",8163243139
AKPC TX Dallas,2148129770.0
"AKPC TX Dallas, Arthritis Care of Texas",2148129770
"AKPC TX Dallas, TX Dallas",2148129770
AKPC TX Woodlands,8326886111.0
"AKPC TX Woodlands, Woodlands Health Group, PLLC",2818823437
"AKPC TX Woodlands, TX Woodlands",2818823437
Arthritis Relief And Vascular Centers (San Antonio),2104059797.0
"Arthritis Relief And Vascular Centers (San Antonio), Arthritis Relief Centers, PLLC",2105455111
"Arthritis Relief And Vascular Centers (San Antonio), South Texas Spine & Surgical HOSP",
Barry County Health Department,4178472114.0
"Barry County Health Department, Barry Co Health Dept in Cassville",4178472114
"Barry County Health Department, COVID Vaccine Clinic",
"Barry County Health Department, Barry Co Health Dept in Monett",4173548402
Bates County Health Center,6606796108.0
Bell County Public Health District,2547784766.0
